[19:18:42] [main/INFO]: ModLauncher running: args [--username, cliffpk, --version, modpack, --gameDir, C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack, --assetsDir, C:\Users\Carli\AppData\Roaming\.minecraft\assets, --assetIndex, 5, --uuid, 9c1fe7b90300413687cee10945d0cfc5, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, null, --xuid, null, --userType, mojang, --versionType, release, --width, 1440, --height, 900, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, -XX:+UseG1GC, -XX:+ParallelRefProcEnabled, -XX:MaxGCPauseMillis=200, -XX:+UnlockExperimentalVMOptions, -XX:+DisableExplicitGC, -XX:+AlwaysPreTouch, -XX:G1NewSizePercent=30, -XX:G1MaxNewSizePercent=40, -XX:G1HeapRegionSize=8M, -XX:G1ReservePercent=20, -XX:G1HeapWastePercent=5, -XX:G1MixedGCCountTarget=4, -XX:InitiatingHeapOccupancyPercent=15, -XX:G1MixedGCLiveThresholdPercent=90, -XX:G1RSetUpdatingPauseTimePercent=5, -XX:SurvivorRatio=32, -XX:+PerfDisableSharedMem, -XX:MaxTenuringThreshold=1, -Dusing.aikars.flags=https://mcflags.emc.gs, -Daikars.new.flags=true]
[19:18:42] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[19:18:43] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[19:18:43] [main/INFO]: Trying GL version 4.6
[19:18:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[19:18:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Carli/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[19:18:44] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3060/PCIe/SSE2 GL version 4.6.0 NVIDIA 556.12, NVIDIA Corporation
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.witch.darkart.DarkArtWitch
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.warden.Warden
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.villager.VillagerAttacking
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.spider.webber.ThrowingWeb
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.spider.Misc
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.slime.Slimes
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.skeleton.WitherSkeletons
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.skeleton.SkeletonFleeTarget
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.skeleton.shoot.SkeletonShoot
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.shulker.ShulkerBullets
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.shulker.shulkerattack.ShulkerAttack
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.shulker.ShulkerArmor
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.pets.Wolves
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.pets.snowgolem.SnowGolems
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.pets.IronGolems
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.WardenInteractions
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.targeting.Targeting
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.Spawning
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.riding.Riding
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.pearler.PearlerMobs
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.OpenDoors
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.movement.Movement
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.miner.MinerMobs
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.MeleeAttacking
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.leap.Leap
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.ItemDisruption
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.flee.Flee
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.fisher.FisherMobs
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.breakanger.BreakAnger
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.BitingMobs
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.avoidexplosions.AvoidExplosions
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.avoidexplosion.AvoidExplosions
[19:19:04] [modloading-worker-0/INFO]: Constructing common components for mutantmonsters:main
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.mobs.anticheese.AntiCheese
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.illager.shoot.PillagerShoot
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.illager.RavagerFeature
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.illager.PillagerFleeTarget
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.ghast.GhastShoot
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.enderman.getoverhere.GetOverHere
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.drowned.DrownedSwimming
[19:19:04] [modloading-worker-0/INFO]: Preparing 'WATERMeDIA' on 'Forge'
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.creeper.CreeperSwell
[19:19:04] [modloading-worker-0/INFO]: WaterMedia version '2.0.66'
[19:19:04] [modloading-worker-0/INFO]: OS Detected: Windows 10 (x86-64)
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.bugs.silverfish.SilverfishFeature
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.blaze.BlazeAttack
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.animal.NotTemptedAnimals
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.animal.AnimalsGroupFlee
[19:19:04] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.enhancedai.modules.animal.AnimalScaredAttack
[19:19:04] [modloading-worker-0/INFO]: Starting CacheAPI
[19:19:04] [modloading-worker-0/INFO]: Mounted on path 'C:\Users\Carli\AppData\Local\Temp\watermedia\cache\pictures'
[19:19:04] [modloading-worker-0/INFO]: Module CacheAPI loaded successfully
[19:19:04] [modloading-worker-0/INFO]: Starting PlayerAPI
[19:19:04] [modloading-worker-0/INFO]: Binaries are wrapped
[19:19:04] [modloading-worker-0/INFO]: Binaries not extracted, extraction scheduled
[19:19:04] [modloading-worker-0/INFO]: Extracting VideoLAN binaries...
[19:19:04] [modloading-worker-0/INFO]: Initialize mod Library Ferret
[19:19:04] [modloading-worker-0/INFO]: Initialized mod Library Ferret
[19:19:04] [modloading-worker-0/INFO]: Constructing client components for mutantmonsters:main
[19:19:04] [modloading-worker-0/INFO]: Forge mod loading, version 47.3.0, for MC 1.20.1 with MCP 20230612.114412
[19:19:04] [modloading-worker-0/INFO]: MinecraftForge v47.3.0 Initialized
[19:19:04] [modloading-worker-0/INFO]: Sending ConfigManager...
[19:19:04] [modloading-worker-0/INFO]: Sending ConfigManager took 8.858 ms
[19:19:05] [modloading-worker-0/INFO]: Oculus detected.
[19:19:05] [modloading-worker-0/INFO]: Found Embeddium Options API support. Enabling Embeddium support
[19:19:05] [modloading-worker-0/INFO]: Constructing common components for puzzleslib:main
[19:19:05] [modloading-worker-0/INFO]: Constructing client components for puzzleslib:main
[19:19:05] [modloading-worker-0/INFO]: mod instantiated
[19:19:05] [modloading-worker-0/INFO]: MultiMineServer initializing
[19:19:05] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.insanelib.module.base.TagsFeature
[19:19:05] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.insanelib.module.base.FixFeature
[19:19:05] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.insanelib.module.base.BaseFeature
[19:19:05] [modloading-worker-0/INFO]: Found (COMMON) InsaneLib Feature class insane96mcp.insanelib.module.base.AEC3DFeature
[19:19:05] [modloading-worker-0/INFO]: forge loader environment detected
[19:19:05] [modloading-worker-0/INFO]: [MELODY] Loading Melody background audio library..
[19:19:05] [modloading-worker-0/INFO]: Create: Interiors v0.5.3+forge-mc1.20.1 initializing! Create version: 0.5.1f on platform: Forge
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tadpole_bucket is now minecraft:bucket.
[19:19:05] [modloading-worker-0/INFO]: Kotlin For Forge Enabled!
[19:19:05] [modloading-worker-0/INFO]: [Expanded Ecosphere Updater] Found no updates
[19:19:05] [modloading-worker-0/INFO]: [KONKRETE] Successfully initialized!
[19:19:05] [modloading-worker-0/INFO]: [KONKRETE] Server-side libs ready to use!
[19:19:05] [modloading-worker-0/INFO]: Loading Entity Texture Features, 0% Opti, 100% Fine.
[19:19:05] [modloading-worker-0/INFO]: Loaded and prepared 1 plugin(s)
[19:19:06] [modloading-worker-0/INFO]: Loading Collective version 7.57.
[19:19:06] [modloading-worker-0/INFO]: Loaded config for: memorysettings.json
[19:19:06] [modloading-worker-0/INFO]: Skipping mod integration for Clumps
[19:19:06] [modloading-worker-0/INFO]: [Inventory Profiles Next] Inventory Profiles Next - init in Kotlin
[19:19:06] [modloading-worker-0/INFO]: Auto-Subscribing EBS class com.matyrobbrt.eatinganimation.EventListeners to bus Lorg/groovymc/gml/bus/type/ForgeBus;
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id architectury:sync_ids
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id architectury:sync_ids
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_nbt
[19:19:06] [modloading-worker-0/INFO]: Auto-Subscribing EBS class com.matyrobbrt.eatinganimation.ClientSetup to bus Lorg/groovymc/gml/bus/type/ModBus;
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftblibrary:edit_nbt_response
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:sync_known_server_registries
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_config
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_teams
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_message_history
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:open_gui
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:open_my_team_gui
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:update_settings
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_settings_response
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:send_message
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:send_message_response
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_presence
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:create_party
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:player_gui_operation
[19:19:06] [modloading-worker-0/INFO]: Loaded config for: cupboard.json
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.BetterChannel$PartialPacketBegin
[19:19:06] [modloading-worker-0/INFO]: Constructing common components for mobplaques:main
[19:19:06] [modloading-worker-0/INFO]: Constructing client components for mobplaques:main
[19:19:06] [modloading-worker-0/INFO]: Loaded common.properties
[19:19:06] [modloading-worker-0/INFO]: Loaded dev.properties
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_quests
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_team_data
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_task_progress
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:submit_task
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_reward
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:claim_reward_response
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editing_mode
[19:19:06] [modloading-worker-0/INFO]: Looking for KubeJS plugins...
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:get_emergency_items
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_other_team_data
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_all_rewards
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/61a49a35c5283c0aaa7b0dfea5b7a53a
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/61a49a35c5283c0aaa7b0dfea5b7a53a
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.BetterChannel$PartialPacketBegin
[19:19:06] [modloading-worker-0/INFO]: Found plugin source kubejs
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_choice_reward
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.BetterChannel$PartialPacketData
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_completion_toast
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_reward_toast
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_item_reward_toast
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/3dd73fd88be832559bc3a3c4a2e63b4a
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/3dd73fd88be832559bc3a3c4a2e63b4a
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.BetterChannel$PartialPacketData
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_pinned
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_pinned_response
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_chapter_pinned
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.C2SPacket$InitTPSProfile
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_chapter_pinned_response
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_editing_mode
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:force_save
[19:19:06] [modloading-worker-0/INFO]: Redstone Pen GIT id #cbae21a.
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_team_data
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/b453c08f23b83b82b690c31bf8b2a45a
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/b453c08f23b83b82b690c31bf8b2a45a
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.C2SPacket$InitTPSProfile
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.C2SPacket$RequestAvailability
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:set_custom_image
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/0c662822629034678f5a8f0e70375315
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/0c662822629034678f5a8f0e70375315
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.C2SPacket$RequestAvailability
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started_reset
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilingStarted
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed_reset
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_lock
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:reset_reward
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/2e815604a29b3a5cbfe0208e619d86c4
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/2e815604a29b3a5cbfe0208e619d86c4
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingStarted
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:team_data_changed
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilingCompleted
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:task_screen_config_req
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:task_screen_config_resp
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/9ae83199b65a3768862799cc5e461a02
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/9ae83199b65a3768862799cc5e461a02
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingCompleted
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_progress
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilerInactive
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_object
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_object_response
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/ae8dfae1238e312397aa53e9d14c45ca
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/ae8dfae1238e312397aa53e9d14c45ca
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilerInactive
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_task_at
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:delete_object
[19:19:06] [modloading-worker-0/INFO]: Registering class observable.net.S2CPacket$ProfilingResult
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:delete_object_response
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:edit_object
[19:19:06] [modloading-worker-0/INFO]: Registering C2S receiver with id minecraft:channel/observable/3a94cae7336038df9152bcb7b4b94825
[19:19:06] [modloading-worker-0/INFO]: Registering S2C receiver with id minecraft:channel/observable/3a94cae7336038df9152bcb7b4b94825
[19:19:06] [modloading-worker-0/INFO]: Registered class observable.net.S2CPacket$ProfilingResult
